Standard Stats,Standard Stats,Standard Stats,season,competition,minutes_played
Pass Completion % (Short),94.2%,95,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
Passes Completed (Medium),30.38,98,2017-2018,2017-2018 Ligue 1,1718.0
Passes Attempted (Medium),32.58,97,2017-2018,2017-2018 Ligue 1,1718.0
Pass Completion % (Medium),93.2%,96,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
Passes Completed (Long),8.70,97,2017-2018,2017-2018 Ligue 1,1718.0
Passes Attempted (Long),11.00,94,2017-2018,2017-2018 Ligue 1,1718.0
Pass Completion % (Long),79.0%,91,2017-2018,2017-2018 Ligue 1,1718.0
Assists,0.16,77,2017-2018,2017-2018 Ligue 1,1718.0
xAG: Exp. Assisted Goals,0.12,65,2017-2018,2017-2018 Ligue 1,1718.0
xA: Expected Assists,0.18,89,2017-2018,2017-2018 Ligue 1,1718.0
Key Passes,1.47,79,2017-2018,2017-2018 Ligue 1,1718.0
Passes into Final Third,8.43,99,2017-2018,2017-2018 Ligue 1,1718.0
Passes into Penalty Area,2.15,99,2017-2018,2017-2018 Ligue 1,1718.0
Crosses into Penalty Area,0.05,30,2017-2018,2017-2018 Ligue 1,1718.0
Progressive Passes,10.11,97,2017-2018,2017-2018 Ligue 1,1718.0
Pass Types,Pass Types,Pass Types,2017-2018,2017-2018 Ligue 1,1718.0
Statistic,Per 90,Percentile,2017-2018,2017-2018 Ligue 1,1718.0
Passes Attempted,108.65,99,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
Live-ball Passes,104.35,99,2017-2018,2017-2018 Ligue 1,1718.0
Dead-ball Passes,3.72,82,2017-2018,2017-2018 Ligue 1,1718.0
Passes from Free Kicks,2.72,95,2017-2018,2017-2018 Ligue 1,1718.0
Through Balls,1.47,99,2017-2018,2017-2018 Ligue 1,1718.0
Switches,0.68,69,2017-2018,2017-2018 Ligue 1,1718.0
Crosses,0.47,28,2017-2018,2017-2018 Ligue 1,1718.0
Throw-ins Taken,0.73,85,2017-2018,2017-2018 Ligue 1,1718.0
Corner Kicks,0.26,61,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
Inswinging Corner Kicks,0.00,26,2017-2018,2017-2018 Ligue 1,1718.0
Outswinging Corner Kicks,0.05,61,2017-2018,2017-2018 Ligue 1,1718.0
Straight Corner Kicks,0.00,44,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
Passes Completed,98.28,99,2017-2018,2017-2018 Ligue 1,1718.0
Passes Offside,0.58,3,2017-2018,2017-2018 Ligue 1,1718.0
Passes Blocked,1.00,43,2017-2018,2017-2018 Ligue 1,1718.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,2017-2018,2017-2018 Ligue 1,1718.0
Statistic,Per 90,Percentile,2017-2018,2017-2018 Ligue 1,1718.0
Shot-Creating Actions,3.82,88,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
SCA (Live-ball Pass),3.20,97,2017-2018,2017-2018 Ligue 1,1718.0
SCA (Dead-ball Pass),0.26,75,2017-2018,2017-2018 Ligue 1,1718.0
SCA (Take-On),0.05,29,2017-2018,2017-2018 Ligue 1,1718.0
SCA (Shot),0.00,11,2017-2018,2017-2018 Ligue 1,1718.0
SCA (Fouls Drawn),0.21,71,2017-2018,2017-2018 Ligue 1,1718.0
SCA (Defensive Action),0.10,81,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
Goal-Creating Actions,0.63,97,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
GCA (Live-ball Pass),0.63,99,2017-2018,2017-2018 Ligue 1,1718.0
GCA (Dead-ball Pass),0.00,40,2017-2018,2017-2018 Ligue 1,1718.0
GCA (Take-On),0.00,37,2017-2018,2017-2018 Ligue 1,1718.0
GCA (Shot),0.00,36,2017-2018,2017-2018 Ligue 1,1718.0
GCA (Fouls Drawn),0.00,39,2017-2018,2017-2018 Ligue 1,1718.0
GCA (Defensive Action),0.00,46,2017-2018,2017-2018 Ligue 1,1718.0
Defense,Defense,Defense,2017-2018,2017-2018 Ligue 1,1718.0
Statistic,Per 90,Percentile,2017-2018,2017-2018 Ligue 1,1718.0
Tackles,2.67,77,2017-2018,2017-2018 Ligue 1,1718.0
Tackles Won,1.73,77,2017-2018,2017-2018 Ligue 1,1718.0
Tackles (Def 3rd),1.05,75,2017-2018,2017-2018 Ligue 1,1718.0
Tackles (Mid 3rd),1.31,72,2017-2018,2017-2018 Ligue 1,1718.0
Tackles (Att 3rd),0.31,81,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
Dribblers Tackled,0.63,48,2017-2018,2017-2018 Ligue 1,1718.0
Dribbles Challenged,2.88,77,2017-2018,2017-2018 Ligue 1,1718.0
% of Dribblers Tackled,21.8%,26,2017-2018,2017-2018 Ligue 1,1718.0
Challenges Lost,2.25,13,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
Blocks,1.31,64,2017-2018,2017-2018 Ligue 1,1718.0
Shots Blocked,0.31,74,2017-2018,2017-2018 Ligue 1,1718.0
Passes Blocked,1.00,55,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
Interceptions,1.36,58,2017-2018,2017-2018 Ligue 1,1718.0
Tkl+Int,4.03,71,2017-2018,2017-2018 Ligue 1,1718.0
Clearances,0.58,19,2017-2018,2017-2018 Ligue 1,1718.0
Errors,0.16,3,2017-2018,2017-2018 Ligue 1,1718.0
Possession,Possession,Possession,2017-2018,2017-2018 Ligue 1,1718.0
Statistic,Per 90,Percentile,2017-2018,2017-2018 Ligue 1,1718.0
Touches,116.77,99,2017-2018,2017-2018 Ligue 1,1718.0
Touches (Def Pen),2.04,71,2017-2018,2017-2018 Ligue 1,1718.0
Touches (Def 3rd),19.54,94,2017-2018,2017-2018 Ligue 1,1718.0
Touches (Mid 3rd),80.15,99,2017-2018,2017-2018 Ligue 1,1718.0
Touches (Att 3rd),17.86,70,2017-2018,2017-2018 Ligue 1,1718.0
Touches (Att Pen),0.79,37,2017-2018,2017-2018 Ligue 1,1718.0
Touches (Live-Ball),116.77,99,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
Take-Ons Attempted,2.67,76,2017-2018,2017-2018 Ligue 1,1718.0
Successful Take-Ons,2.20,85,2017-2018,2017-2018 Ligue 1,1718.0
Successful Take-On %,82.4%,86,2017-2018,2017-2018 Ligue 1,1718.0
Times Tackled During Take-On,0.47,52,2017-2018,2017-2018 Ligue 1,1718.0
Tackled During Take-On Percentage,17.6%,86,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
Carries,82.46,99,2017-2018,2017-2018 Ligue 1,1718.0
Total Carrying Distance,375.40,97,2017-2018,2017-2018 Ligue 1,1718.0
Progressive Carrying Distance,199.85,97,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
Progressive Carries,2.15,59,2017-2018,2017-2018 Ligue 1,1718.0
Carries into Final Third,2.15,74,2017-2018,2017-2018 Ligue 1,1718.0
Carries into Penalty Area,0.10,32,2017-2018,2017-2018 Ligue 1,1718.0
Miscontrols,0.94,77,2017-2018,2017-2018 Ligue 1,1718.0
Dispossessed,1.89,20,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
Passes Received,101.11,99,2017-2018,2017-2018 Ligue 1,1718.0
Progressive Passes Rec,2.51,49,2017-2018,2017-2018 Ligue 1,1718.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2017-2018,2017-2018 Ligue 1,1718.0
Statistic,Per 90,Percentile,2017-2018,2017-2018 Ligue 1,1718.0
Yellow Cards,0.52,4,2017-2018,2017-2018 Ligue 1,1718.0
Red Cards,0.05,6,2017-2018,2017-2018 Ligue 1,1718.0
Second Yellow Card,0.05,3,2017-2018,2017-2018 Ligue 1,1718.0
Fouls Committed,1.62,41,2017-2018,2017-2018 Ligue 1,1718.0
Fouls Drawn,2.78,99,2017-2018,2017-2018 Ligue 1,1718.0
Offsides,0.05,49,2017-2018,2017-2018 Ligue 1,1718.0
Crosses,0.47,28,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
Interceptions,1.36,58,2017-2018,2017-2018 Ligue 1,1718.0
Tackles Won,1.73,77,2017-2018,2017-2018 Ligue 1,1718.0
Penalty Kicks Won,0.00,40,2017-2018,2017-2018 Ligue 1,1718.0
Penalty Kicks Conceded,0.00,58,2017-2018,2017-2018 Ligue 1,1718.0
Own Goals,0.00,51,2017-2018,2017-2018 Ligue 1,1718.0
Ball Recoveries,6.02,44,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
Aerials Won,0.37,10,2017-2018,2017-2018 Ligue 1,1718.0
Aerials Lost,0.37,95,2017-2018,2017-2018 Ligue 1,1718.0
% of Aerials Won,50.0%,61,2017-2018,2017-2018 Ligue 1,1718.0
Goals,0.28,89,2017-2018,2017-2018 Champions League,636.0
Assists,0.28,88,2017-2018,2017-2018 Champions League,636.0
Goals + Assists,0.57,94,2017-2018,2017-2018 Champions League,636.0
Non-Penalty Goals,0.28,89,2017-2018,2017-2018 Champions League,636.0
Penalty Kicks Made,0.00,48,2017-2018,2017-2018 Champions League,636.0
Penalty Kicks Attempted,0.00,48,2017-2018,2017-2018 Champions League,636.0
Yellow Cards,0.42,15,2017-2018,2017-2018 Champions League,636.0
Red Cards,0.14,2,2017-2018,2017-2018 Champions League,636.0
xG: Expected Goals,0.03,26,2017-2018,2017-2018 Champions League,636.0
npxG: Non-Penalty xG,0.03,28,2017-2018,2017-2018 Champions League,636.0
xAG: Exp. Assisted Goals,0.16,74,2017-2018,2017-2018 Champions League,636.0
npxG + xAG,0.17,53,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
Progressive Carries,1.13,35,2017-2018,2017-2018 Champions League,636.0
Progressive Passes,9.34,90,2017-2018,2017-2018 Champions League,636.0
Progressive Passes Rec,1.84,45,2017-2018,2017-2018 Champions League,636.0
Shooting,Shooting,Shooting,2017-2018,2017-2018 Champions League,636.0
Statistic,Per 90,Percentile,2017-2018,2017-2018 Champions League,636.0
Goals,0.28,89,2017-2018,2017-2018 Champions League,636.0
Shots Total,0.57,29,2017-2018,2017-2018 Champions League,636.0
Shots on Target,0.42,70,2017-2018,2017-2018 Champions League,636.0
Shots on Target %,75.0%,92,2017-2018,2017-2018 Champions League,636.0
Goals/Shot,0.50,96,2017-2018,2017-2018 Champions League,636.0
Goals/Shot on Target,0.67,76,2017-2018,2017-2018 Champions League,636.0
Average Shot Distance,23.40,35,2017-2018,2017-2018 Champions League,636.0
Shots from Free Kicks,0.00,41,2017-2018,2017-2018 Champions League,636.0
Penalty Kicks Made,0.00,48,2017-2018,2017-2018 Champions League,636.0
Penalty Kicks Attempted,0.00,48,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
xG: Expected Goals,0.03,26,2017-2018,2017-2018 Champions League,636.0
npxG: Non-Penalty xG,0.03,28,2017-2018,2017-2018 Champions League,636.0
npxG/Shot,0.04,26,2017-2018,2017-2018 Champions League,636.0
Goals - xG,+0.25,98,2017-2018,2017-2018 Champions League,636.0
Non-Penalty Goals - npxG,+0.25,98,2017-2018,2017-2018 Champions League,636.0
Passing,Passing,Passing,2017-2018,2017-2018 Champions League,636.0
Statistic,Per 90,Percentile,2017-2018,2017-2018 Champions League,636.0
Passes Completed,95.52,99,2017-2018,2017-2018 Champions League,636.0
Passes Attempted,105.14,99,2017-2018,2017-2018 Champions League,636.0
Pass Completion %,90.8%,90,2017-2018,2017-2018 Champions League,636.0
Total Passing Distance,1484.29,98,2017-2018,2017-2018 Champions League,636.0
Progressive Passing Distance,463.02,98,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
Passes Completed (Short),49.81,98,2017-2018,2017-2018 Champions League,636.0
Passes Attempted (Short),51.93,98,2017-2018,2017-2018 Champions League,636.0
Pass Completion % (Short),95.9%,95,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
Passes Completed (Medium),30.00,93,2017-2018,2017-2018 Champions League,636.0
Passes Attempted (Medium),32.55,93,2017-2018,2017-2018 Champions League,636.0
Pass Completion % (Medium),92.2%,78,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
Passes Completed (Long),8.77,91,2017-2018,2017-2018 Champions League,636.0
Passes Attempted (Long),10.61,83,2017-2018,2017-2018 Champions League,636.0
Pass Completion % (Long),82.7%,83,2017-2018,2017-2018 Champions League,636.0
Assists,0.28,88,2017-2018,2017-2018 Champions League,636.0
xAG: Exp. Assisted Goals,0.16,74,2017-2018,2017-2018 Champions League,636.0
xA: Expected Assists,0.18,82,2017-2018,2017-2018 Champions League,636.0
Key Passes,1.27,68,2017-2018,2017-2018 Champions League,636.0
Passes into Final Third,7.64,87,2017-2018,2017-2018 Champions League,636.0
Passes into Penalty Area,2.41,95,2017-2018,2017-2018 Champions League,636.0
Crosses into Penalty Area,0.28,84,2017-2018,2017-2018 Champions League,636.0
Progressive Passes,9.34,90,2017-2018,2017-2018 Champions League,636.0
Pass Types,Pass Types,Pass Types,2017-2018,2017-2018 Champions League,636.0
Statistic,Per 90,Percentile,2017-2018,2017-2018 Champions League,636.0
Passes Attempted,105.14,99,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
Live-ball Passes,100.75,99,2017-2018,2017-2018 Champions League,636.0
Dead-ball Passes,3.40,74,2017-2018,2017-2018 Champions League,636.0
Passes from Free Kicks,2.83,92,2017-2018,2017-2018 Champions League,636.0
Through Balls,1.27,97,2017-2018,2017-2018 Champions League,636.0
Switches,1.70,95,2017-2018,2017-2018 Champions League,636.0
Crosses,0.28,33,2017-2018,2017-2018 Champions League,636.0
Throw-ins Taken,0.57,76,2017-2018,2017-2018 Champions League,636.0
Corner Kicks,0.00,29,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
Inswinging Corner Kicks,0.00,36,2017-2018,2017-2018 Champions League,636.0
Outswinging Corner Kicks,0.00,35,2017-2018,2017-2018 Champions League,636.0
Straight Corner Kicks,0.00,46,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
Passes Completed,95.52,99,2017-2018,2017-2018 Champions League,636.0
Passes Offside,0.99,4,2017-2018,2017-2018 Champions League,636.0
Passes Blocked,1.13,30,2017-2018,2017-2018 Champions League,636.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,2017-2018,2017-2018 Champions League,636.0
Statistic,Per 90,Percentile,2017-2018,2017-2018 Champions League,636.0
Shot-Creating Actions,2.69,61,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
SCA (Live-ball Pass),2.69,76,2017-2018,2017-2018 Champions League,636.0
SCA (Dead-ball Pass),0.00,31,2017-2018,2017-2018 Champions League,636.0
SCA (Take-On),0.00,30,2017-2018,2017-2018 Champions League,636.0
SCA (Shot),0.00,31,2017-2018,2017-2018 Champions League,636.0
SCA (Fouls Drawn),0.00,33,2017-2018,2017-2018 Champions League,636.0
SCA (Defensive Action),0.00,40,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
Goal-Creating Actions,0.57,84,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
GCA (Live-ball Pass),0.57,89,2017-2018,2017-2018 Champions League,636.0
GCA (Dead-ball Pass),0.00,47,2017-2018,2017-2018 Champions League,636.0
GCA (Take-On),0.00,48,2017-2018,2017-2018 Champions League,636.0
GCA (Shot),0.00,46,2017-2018,2017-2018 Champions League,636.0
GCA (Fouls Drawn),0.00,48,2017-2018,2017-2018 Champions League,636.0
GCA (Defensive Action),0.00,49,2017-2018,2017-2018 Champions League,636.0
Defense,Defense,Defense,2017-2018,2017-2018 Champions League,636.0
Statistic,Per 90,Percentile,2017-2018,2017-2018 Champions League,636.0
Tackles,3.68,95,2017-2018,2017-2018 Champions League,636.0
Tackles Won,1.98,82,2017-2018,2017-2018 Champions League,636.0
Tackles (Def 3rd),1.56,91,2017-2018,2017-2018 Champions League,636.0
Tackles (Mid 3rd),1.56,80,2017-2018,2017-2018 Champions League,636.0
Tackles (Att 3rd),0.57,89,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
Dribblers Tackled,1.98,98,2017-2018,2017-2018 Champions League,636.0
Dribbles Challenged,3.54,91,2017-2018,2017-2018 Champions League,636.0
% of Dribblers Tackled,56.0%,95,2017-2018,2017-2018 Champions League,636.0
Challenges Lost,1.56,48,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
Blocks,1.84,90,2017-2018,2017-2018 Champions League,636.0
Shots Blocked,0.57,88,2017-2018,2017-2018 Champions League,636.0
Passes Blocked,1.27,76,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
Interceptions,1.98,85,2017-2018,2017-2018 Champions League,636.0
Tkl+Int,5.66,92,2017-2018,2017-2018 Champions League,636.0
Clearances,0.71,35,2017-2018,2017-2018 Champions League,636.0
Errors,0.00,59,2017-2018,2017-2018 Champions League,636.0
Possession,Possession,Possession,2017-2018,2017-2018 Champions League,636.0
Statistic,Per 90,Percentile,2017-2018,2017-2018 Champions League,636.0
Touches,114.62,99,2017-2018,2017-2018 Champions League,636.0
Touches (Def Pen),2.41,68,2017-2018,2017-2018 Champions League,636.0
Touches (Def 3rd),26.75,98,2017-2018,2017-2018 Champions League,636.0
Touches (Mid 3rd),72.45,98,2017-2018,2017-2018 Champions League,636.0
Touches (Att 3rd),16.27,64,2017-2018,2017-2018 Champions League,636.0
Touches (Att Pen),0.71,38,2017-2018,2017-2018 Champions League,636.0
Touches (Live-Ball),114.62,99,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
Take-Ons Attempted,1.56,56,2017-2018,2017-2018 Champions League,636.0
Successful Take-Ons,1.27,65,2017-2018,2017-2018 Champions League,636.0
Successful Take-On %,81.8%,70,2017-2018,2017-2018 Champions League,636.0
Times Tackled During Take-On,0.28,62,2017-2018,2017-2018 Champions League,636.0
Tackled During Take-On Percentage,18.2%,70,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
Carries,72.17,97,2017-2018,2017-2018 Champions League,636.0
Total Carrying Distance,285.28,84,2017-2018,2017-2018 Champions League,636.0
Progressive Carrying Distance,137.97,79,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
Progressive Carries,1.13,35,2017-2018,2017-2018 Champions League,636.0
Carries into Final Third,1.27,43,2017-2018,2017-2018 Champions League,636.0
Carries into Penalty Area,0.14,47,2017-2018,2017-2018 Champions League,636.0
Miscontrols,0.71,75,2017-2018,2017-2018 Champions League,636.0
Dispossessed,1.56,29,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
Passes Received,94.53,99,2017-2018,2017-2018 Champions League,636.0
Progressive Passes Rec,1.84,45,2017-2018,2017-2018 Champions League,636.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2017-2018,2017-2018 Champions League,636.0
Statistic,Per 90,Percentile,2017-2018,2017-2018 Champions League,636.0
Yellow Cards,0.42,15,2017-2018,2017-2018 Champions League,636.0
Red Cards,0.14,2,2017-2018,2017-2018 Champions League,636.0
Second Yellow Card,0.14,1,2017-2018,2017-2018 Champions League,636.0
Fouls Committed,1.84,28,2017-2018,2017-2018 Champions League,636.0
Fouls Drawn,2.12,92,2017-2018,2017-2018 Champions League,636.0
Offsides,0.00,67,2017-2018,2017-2018 Champions League,636.0
Crosses,0.28,33,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
Interceptions,1.98,85,2017-2018,2017-2018 Champions League,636.0
Tackles Won,1.98,82,2017-2018,2017-2018 Champions League,636.0
Penalty Kicks Won,0.00,49,2017-2018,2017-2018 Champions League,636.0
Penalty Kicks Conceded,0.00,53,2017-2018,2017-2018 Champions League,636.0
Own Goals,0.00,51,2017-2018,2017-2018 Champions League,636.0
Ball Recoveries,7.22,65,2017-2018,2017-2018 Champions League,636.0
,,,2017-2018,2017-2018 Champions League,636.0
Aerials Won,0.28,28,2017-2018,2017-2018 Champions League,636.0
Aerials Lost,0.57,72,2017-2018,2017-2018 Champions League,636.0
% of Aerials Won,33.3%,29,2017-2018,2017-2018 Champions League,636.0
